Row ID;Order ID;Data da Venda;Prioridade;Quantidade;Valor da Venda;Desconto;Forma de Envio;Lucro;Preço Unitário;Custo de Envio;Nome do Cliente;Cidade;CEP;Estado;Região;País;Segmento do Cliente;Categoria do Produto;Sub-Categoria do Produto;Nome do Produto;Embalagem;Margem;Data de Envio
7306;52071;27/11/11;Não Especificada;1;12,74;0,05;Aéreo Normal;-11,39;7,96;4,95;Annie Thurman;Cuiabá;63114;Mato Grosso;Centro-Oeste;Brasil;Consumidor;Mobiliário;Mobiliário de Escritório;Staples Plastic Wall Frames;Small Box;0,41;29/11/11
4286;30532;26/11/11;Alta;45;514,03;0,05;Aéreo Normal;82,19;11,34;5,01;Victoria Wilson;Formosa;54401;Goiás;Centro-Oeste;Brasil;Escritório em Casa;Material de Escritório;Papel;Xerox 188;Small Box;0,36;28/11/11
4287;30532;26/11/11;Alta;9;1696,7;0,04;Transporte Rodoviário;-82,81;180,98;23,58;Victoria Wilson;Formosa;53213;Goiás;Centro-Oeste;Brasil;Escritório em Casa;Mobiliário;Estantes;O'Sullivan Manor Hill 2-Door Library in Brianna Oak;Jumbo Box;0,74;28/11/11
6246;44256;19/11/11;Baixa;39;301,36;0,09;Aéreo Normal;48,45;8,01;2,87;Sally Knutson;Cuiabá;50158;Mato Grosso;Centro-Oeste;Brasil;Corporativo;Material de Escritório;Papel;TOPS Money Receipt Book, Consecutively Numbered in Red,;Wrap Bag;0,4;28/11/11
7223;51553;27/11/11;Não Especificada;3;21366,51;0;Aéreo Normal;-11984,40;6783,02;24,49;Adrian Barton;Teresina;97030;Piauí;Nordeste;Brasil;Pequenas Empresas;Tecnologia;Máquinas de Escritório;Polycom ViewStation™ ISDN Videoconferencing Unit;Large Box;0,39;28/11/11
7961;56900;26/11/11;Não Especificada;16;54,32;0,09;Aéreo Normal;16,11;3,41;0,7;Bradley Talbott;Belo Horizonte;01845;Minas Gerais;Sudeste;Brasil;Pequenas Empresas;Material de Escritório;Elásticos;Advantus SlideClip™ Paper Clips;Wrap Bag;0,37;28/11/11
4284;30532;26/11/11;Alta;28;431,37;0,03;Aéreo Normal;-28,67;15,22;9,73;Victoria Wilson;Formosa;54401;Goiás;Centro-Oeste;Brasil;Escritório em Casa;Material de Escritório;Capas e Acessórios;"GBC Twin Loop™ Wire Binding Elements, 9/16"" Spine, Black";Small Box;0,36;27/11/11
4285;30532;26/11/11;Alta;23;262,31;0,04;Aéreo Rápido;27,55;11,09;5,25;Victoria Wilson;Formosa;54401;Goiás;Centro-Oeste;Brasil;Escritório em Casa;Material de Escritório;Envelopes;#10 Self-Seal White Envelopes;Small Box;0,36;27/11/11
3022;21731;26/11/11;Baixa;26;1580,57;0,08;Aéreo Normal;-750,82;60,98;49;Liz MacKendrick;Porto Alegre;23111;Rio Grande do Sul;Sul;Brasil;Corporativo;Material de Escritório;Eletrodomésticos;Euro Pro Shark Stick Mini Vacuum;Large Box;0,59;26/11/11
4193;29795;25/11/11;Alta;49;19325,2;0,05;Aéreo Normal;8793,54;387,99;19,99;Grant Carroll;Goiânia;61832;Goiás;Centro-Oeste;Brasil;Pequenas Empresas;Material de Escritório;Capas e Acessórios;Fellowes PB300 Plastic Comb Binding Machine;Small Box;0,38;26/11/11
4194;29795;25/11/11;Alta;48;8380,22;0;Transporte Rodoviário;813,83;160,98;35,02;Grant Carroll;Goiânia;62521;Goiás;Centro-Oeste;Brasil;Pequenas Empresas;Mobiliário;Estantes;Rush Hierlooms Collection Rich Wood Bookcases;Jumbo Box;0,72;26/11/11
6248;44256;19/11/11;Baixa;49;1889,04;0,1;Aéreo Rápido;182,15;40,97;8,99;Sally Knutson;Cuiabá;50401;Mato Grosso;Centro-Oeste;Brasil;Corporativo;Material de Escritório;Canetas e materiais de arte;Sanford 52201 APSCO Electric Pencil Sharpener;Small Pack;0,59;26/11/11
7809;55873;19/11/11;Baixa;48;15602,93;0;Transporte Rodoviário;4875,89;306,14;26,53;Bart Watters;Anápolis;55113;Goiás;Centro-Oeste;Brasil;Corporativo;Tecnologia;Máquinas de Escritório;Okidata ML184 Turbo Dot Matrix Printers;Jumbo Drum;0,56;26/11/11
1808;12930;24/11/11;Alta;49;1147,64;0,06;Aéreo Normal;261,87;22,98;4,5;Grant Thornton;Recife;92553;Pernambuco;Nordeste;Brasil;Corporativo;Material de Escritório;Eletrodomésticos;Belkin F5C206VTEL 6 Outlet Surge;Small Box;0,55;25/11/11
5334;37893;24/11/11;Não Especificada;14;436,78;0,04;Aéreo Normal;25,69;29,99;5,5;Bart Folk;São Paulo;07111;São Paulo;Sudeste;Brasil;Corporativo;Tecnologia;Periféricos;Logitech Cordless Access Keyboard;Small Box;0,51;25/11/11
1432;10342;22/11/11;Média;45;5181,08;0,01;Transporte Rodoviário;-1623,60;114,98;58,72;Michelle Ellison;Corumbá de Goiás;53132;Goiás;Centro-Oeste;Brasil;Consumidor;Mobiliário;Estantes;Sauder Camden County Collection Libraries, Planked Cherry Finish;Jumbo Box;0,76;24/11/11
1434;10342;22/11/11;Média;38;1679,04;0,01;Aéreo Normal;324,47;40,97;14,45;Michelle Ellison;Corumbá de Goiás;53132;Goiás;Centro-Oeste;Brasil;Consumidor;Mobiliário;Mobiliário de Escritório;Dana Halogen Swing-Arm Architect Lamp;Large Box;0,57;24/11/11
1435;10342;22/11/11;Média;2;2055,97;0,05;Aéreo Rápido;-2342,01;999,99;13,99;Michelle Ellison;Corumbá de Goiás;53132;Goiás;Centro-Oeste;Brasil;Consumidor;Tecnologia;Máquinas de Escritório;Polycom Soundstation EX Audio-Conferencing Telephone, Black;Medium Box;0,36;24/11/11
3828;27298;19/11/11;Baixa;31;164,92;0,04;Aéreo Normal;-54,36;4,98;4,86;Philisse Overcash;Anápolis;49201;Goiás;Centro-Oeste;Brasil;Pequenas Empresas;Material de Escritório;Papel;Xerox 190;Small Box;0,38;24/11/11
4905;34913;22/11/11;Média;15;107,63;0;Aéreo Normal;-29,89;6,81;5,48;William Brown;Florianópolis;30144;Santa Catarina;Sul;Brasil;Escritório em Casa;Material de Escritório;Capas e Acessórios;Avery Self-Adhesive Photo Pockets for Polaroid Photos;Small Box;0,37;24/11/11
5106;36359;23/11/11;Alta;2;68,66;0,06;Aéreo Normal;-29,60;30,98;5,76;Ken Heidel;Anápolis;55066;Goiás;Centro-Oeste;Brasil;Corporativo;Material de Escritório;Papel;"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case";Small Box;0,4;24/11/11
5235;37252;19/11/11;Baixa;34;29345,27;0,03;Transporte Rodoviário;7497,55;880,98;44,55;Steve Chapman;Maringá;72701;Paraná;Sul;Brasil;Corporativo;Mobiliário;Estantes;Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish;Jumbo Box;0,62;24/11/11
6247;44256;19/11/11;Baixa;17;114,28;0,08;Aéreo Normal;-38,72;6,48;5,84;Sally Knutson;Cuiabá;50401;Mato Grosso;Centro-Oeste;Brasil;Corporativo;Material de Escritório;Papel;Xerox 226;Small Box;0,37;24/11/11
894;6433;22/11/11;Média;41;159,26;0,01;Aéreo Normal;73,89;3,69;0,5;Matt Collister;Vitória;20814;Espírito Santo;Sudeste;Brasil;Escritório em Casa;Material de Escritório;Etiquetas;Avery 487;Small Box;0,38;23/11/11
1433;10342;22/11/11;Média;38;10567,45;0,1;Aéreo Normal;2925,37;299,99;11,64;Michelle Ellison;Corumbá de Goiás;53132;Goiás;Centro-Oeste;Brasil;Consumidor;Tecnologia;Copiadoras e fax;Brother DCP1000 Digital 3 in 1 Multifunction Machine;Large Box;0,5;23/11/11
2901;20960;18/11/11;Baixa;19;195,96;0,1;Aéreo Normal;-104,82;10,97;6,5;Giulietta Weimer;Anápolis;48104;Goiás;Centro-Oeste;Brasil;Corporativo;Tecnologia;Periféricos;Micro Innovations 104 Keyboard;Small Box;0,64;23/11/11
3774;26948;22/11/11;Alta;21;203,55;0,03;Aéreo Rápido;38,60;9,11;2,25;Matt Collister;Vitória;20715;Espírito Santo;Sudeste;Brasil;Escritório em Casa;Material de Escritório;Canetas e materiais de arte;Dixon Ticonderoga Core-Lock Colored Pencils;Wrap Bag;0,52;23/11/11
3775;26948;22/11/11;Alta;38;273,89;0,05;Aéreo Normal;-160,40;7,3;7,72;Matt Collister;Florianópolis;30337;Santa Catarina;Sul;Brasil;Escritório em Casa;Material de Escritório;Capas e Acessórios;Angle-D Binders with Locking Rings, Label Holders;Small Box;0,38;23/11/11
3827;27298;19/11/11;Baixa;40;7813,7;0,09;Aéreo Normal;2154,33;199,99;24,49;Philisse Overcash;Anápolis;49201;Goiás;Centro-Oeste;Brasil;Pequenas Empresas;Tecnologia;Copiadoras e fax;Canon PC-428 Personal Copier;Large Box;0,46;23/11/11
5233;37252;19/11/11;Baixa;1;10,62;0,02;Aéreo Normal;-31,20;8,32;2,38;Steve Chapman;Maringá;72032;Paraná;Sul;Brasil;Corporativo;Tecnologia;Periféricos;Imation 3.5 IBM Formatted Diskettes, 10/Box;Small Pack;0,74;23/11/11
5837;41413;16/11/11;Baixa;17;10134,55;0,08;Aéreo Normal;-597,21;599,99;24,49;Art Miller;João Pessoa;80501;Paraíba;Nordeste;Brasil;Corporativo;Tecnologia;Copiadoras e fax;Hewlett Packard LaserJet 3310 Copier;Large Box;0,37;23/11/11
5975;42370;21/11/11;Alta;33;125,27;0,07;Aéreo Normal;-105,83;3,81;4,83;Catherine Glotzbach;Teresina;97477;Piauí;Nordeste;Brasil;Escritório em Casa;Material de Escritório;Capas e Acessórios;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red";Small Box;0,4;23/11/11
6703;47747;21/11/11;Alta;40;102,15;0,03;Aéreo Rápido;-138,51;2,08;5,33;Patrick Gardner;Maringá;36116;Paraná;Sul;Brasil;Consumidor;Mobiliário;Mobiliário de Escritório;Eldon® Wave Desk Accessories;Small Box;0,43;23/11/11
7896;56484;21/11/11;Não Especificada;6;176,58;0,1;Aéreo Normal;28,34;30,56;2,99;Bobby Trafton;Recife;92704;Pernambuco;Nordeste;Brasil;Pequenas Empresas;Material de Escritório;Capas e Acessórios;Surelock™ Post Binders;Small Box;0,35;22/11/11
7897;56484;21/11/11;Não Especificada;15;1121,84;0;Aéreo Normal;-173,66;73,98;12,14;Bobby Trafton;Recife;92704;Pernambuco;Nordeste;Brasil;Pequenas Empresas;Tecnologia;Periféricos;Keytronic 105-Key Spanish Keyboard;Small Box;0,67;22/11/11
3552;25318;19/11/11;Crítica;22;440,92;0,05;Aéreo Rápido;-65,18;19,98;10,49;Julia West;Goiânia;61401;Goiás;Centro-Oeste;Brasil;Pequenas Empresas;Mobiliário;Mobiliário de Escritório;12-1/2 Diameter Round Wall Clock;Small Box;0,49;21/11/11
3553;25318;19/11/11;Crítica;1;3,2;0,09;Aéreo Normal;-3,16;1,88;1,49;Ken Dana;Salvador;59715;Bahia;Nordeste;Brasil;Pequenas Empresas;Material de Escritório;Capas e Acessórios;Staples® General Use 3-Ring Binders;Small Box;0,37;21/11/11
3656;26176;19/11/11;Alta;14;94,32;0,06;Aéreo Normal;-66,87;6,48;8,19;Gary McGarr;Ibaiti;33055;Paraná;Sul;Brasil;Escritório em Casa;Material de Escritório;Papel;Xerox 217;Small Box;0,37;21/11/11
3660;26214;20/11/11;Média;19;305,68;0,1;Aéreo Rápido;128,17;15,74;1,39;Beth Fritzler;Porto Alegre;37814;Rio Grande do Sul;Sul;Brasil;Pequenas Empresas;Material de Escritório;Envelopes;"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes";Small Box;0,4;21/11/11
3661;26214;20/11/11;Média;41;1901,29;0,08;Aéreo Normal;870,80;46,94;6,77;Beth Fritzler;Porto Alegre;37814;Rio Grande do Sul;Sul;Brasil;Pequenas Empresas;Mobiliário;Mobiliário de Escritório;"Howard Miller 13"" Diameter Goldtone Round Wall Clock";Small Box;0,44;21/11/11
4507;32069;19/11/11;Não Especificada;17;114,94;0,09;Aéreo Normal;-102,24;6,48;9,68;Gene McClure;Loanda;32707;Paraná;Sul;Brasil;Consumidor;Material de Escritório;Papel;Xerox 1993;Small Box;0,36;21/11/11
5232;37252;19/11/11;Baixa;21;1503,49;0,03;Aéreo Normal;408,73;70,97;3,5;Steve Chapman;Maringá;72032;Paraná;Sul;Brasil;Corporativo;Material de Escritório;Eletrodomésticos;Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge;Small Box;0,59;21/11/11
5234;37252;19/11/11;Baixa;50;2337,03;0,1;Aéreo Normal;-37,19;49,99;19,99;Steve Chapman;Maringá;72032;Paraná;Sul;Brasil;Corporativo;Tecnologia;Periféricos;US Robotics 56K V.92 Internal PCI Faxmodem;Small Box;0,45;21/11/11
6214;44003;17/11/11;Baixa;38;202,42;0,09;Aéreo Normal;0,86;5,34;2,99;Maris LaWare;Recife;91104;Pernambuco;Nordeste;Brasil;Escritório em Casa;Material de Escritório;Capas e Acessórios;Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders;Small Box;0,38;21/11/11
7172;51200;18/11/11;Média;29;1617,88;0;Aéreo Normal;271,90;53,98;5,5;Tom Prescott;Aracajú;83616;Sergipe;Nordeste;Brasil;Pequenas Empresas;Tecnologia;Periféricos;Nu-Form 106-Key Ergonomic Keyboard w/ Touchpad;Small Box;0,62;21/11/11
3657;26176;19/11/11;Alta;30;554,4295;0,03;Aéreo Normal;34,01;20,99;4,81;Gary McGarr;Ibaiti;33055;Paraná;Sul;Brasil;Escritório em Casa;Tecnologia;Telefones e Comunicação;1726 Digital Answering Machine;Medium Box;0,58;20/11/11
4139;29383;18/11/11;Média;20;157,13;0,07;Aéreo Normal;-46,89;8,32;2,38;Jas O'Carroll;São Paulo;44094;São Paulo;Sudeste;Brasil;Corporativo;Tecnologia;Periféricos;Imation 3.5 IBM Formatted Diskettes, 10/Box;Small Pack;0,74;20/11/11
4141;29383;18/11/11;Média;29;2738,785;0,07;Aéreo Normal;556,83;115,99;2,5;Jas O'Carroll;São Paulo;44094;São Paulo;Sudeste;Brasil;Corporativo;Tecnologia;Telefones e Comunicação;DPC 650 Piper;Small Box;0,58;20/11/11
4591;32647;18/11/11;Alta;32;671,75;0,07;Aéreo Normal;-56,83;20,97;4;Rick Bensley;Loanda;33566;Paraná;Sul;Brasil;Consumidor;Tecnologia;Periféricos;Microsoft Internet Keyboard;Small Box;0,77;20/11/11
4592;32647;18/11/11;Alta;27;9541,04;0,06;Transporte Rodoviário;348,84;348,21;84,84;Rick Bensley;Loanda;33566;Paraná;Sul;Brasil;Consumidor;Mobiliário;Mesas;Bretford CR4500 Series Slim Rectangular Table;Jumbo Box;0,66;20/11/11
5135;36640;18/11/11;Não Especificada;18;416,39;0,06;Aéreo Rápido;119,47;22,24;1,99;Benjamin Patterson;Maceió;86401;Alagoas;Nordeste;Brasil;Corporativo;Tecnologia;Periféricos;Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel;Small Pack;0,43;20/11/11
5839;41413;16/11/11;Baixa;23;156,5;0,01;Aéreo Normal;-49,60;6,48;6;Art Miller;João Pessoa;80501;Paraíba;Nordeste;Brasil;Corporativo;Material de Escritório;Papel;Xerox 2;Small Box;0,37;20/11/11
6991;49952;19/11/11;Alta;12;1323,67;0,04;Aéreo Rápido;630,28;107,53;5,81;Beth Thompson;Goiânia;61701;Goiás;Centro-Oeste;Brasil;Corporativo;Mobiliário;Mobiliário de Escritório;"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""";Medium Box;0,65;20/11/11
8251;59009;18/11/11;Crítica;19;614,91;0,02;Aéreo Rápido;-7,02;30,98;17,08;Sally Hughsby;São Vicente;43068;São Paulo;Sudeste;Brasil;Consumidor;Material de Escritório;Papel;Xerox 197;Small Box;0,4;20/11/11
821;5925;12/11/11;Baixa;44;3922,42;0,08;Aéreo Normal;-354,90;92,23;39,61;Joy Bell;Belém;60110;Pará;Norte;Brasil;Escritório em Casa;Mobiliário;Mobiliário de Escritório;Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting;Medium Box;0,67;19/11/11
822;5925;12/11/11;Baixa;25;1733,3625;0,07;Aéreo Normal;-267,01;85,99;0,99;Joy Bell;Belém;60110;Pará;Norte;Brasil;Escritório em Casa;Tecnologia;Telefones e Comunicação;Accessory4;Wrap Bag;0,85;19/11/11
2136;15264;17/11/11;Média;3;3581,52;0,07;Aéreo Normal;-408,22;1270,99;19,99;Ben Wallace;São Paulo;13601;São Paulo;Sudeste;Brasil;Escritório em Casa;Material de Escritório;Capas e Acessórios;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;Small Box;0,35;19/11/11
3044;21859;18/11/11;Alta;42;401,37;0,07;Aéreo Normal;13,31;9,74;5,71;Kalyca Meade;São Paulo;15146;São Paulo;Sudeste;Brasil;Corporativo;Mobiliário;Mobiliário de Escritório;"Staples 10"" Round Wall Clock";Small Box;0,41;19/11/11
4140;29383;18/11/11;Média;28;195,11;0,04;Aéreo Normal;-129,42;6,48;8,73;Jas O'Carroll;São Paulo;44094;São Paulo;Sudeste;Brasil;Corporativo;Material de Escritório;Papel;Xerox 227;Small Box;0,37;19/11/11
4142;29383;18/11/11;Média;30;217,42;0,09;Aéreo Normal;16,97;7,59;4;Jas O'Carroll;São Paulo;44511;São Paulo;Sudeste;Brasil;Corporativo;Mobiliário;Mobiliário de Escritório;Master Giant Foot® Doorstop, Safety Yellow;Wrap Bag;0,42;19/11/11
4506;32069;19/11/11;Não Especificada;8;1100;0,07;Transporte Rodoviário;-240,31;145,45;17,85;Gene McClure;Vitória;20746;Espírito Santo;Sudeste;Brasil;Consumidor;Tecnologia;Máquinas de Escritório;Panasonic KX-P1150 Dot Matrix Printer;Jumbo Drum;0,56;19/11/11
5006;35687;18/11/11;Não Especificada;48;620,23;0,06;Aéreo Rápido;115,24;12,64;4,98;Gary Hwang;Maringá;33063;Paraná;Sul;Brasil;Escritório em Casa;Mobiliário;Mobiliário de Escritório;Nu-Dell Executive Frame;Small Pack;0,48;19/11/11
8399;59973;15/11/11;Baixa;30;4982,944;0,07;Transporte Rodoviário;693,69;217,85;29,1;Suzanne McNair;Itajaí;70458;Santa Catarina;Sul;Brasil;Pequenas Empresas;Mobiliário;Mesas;Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base;Jumbo Box;0,68;19/11/11
964;6982;16/11/11;Não Especificada;32;1311,25;0;Aéreo Rápido;407,44;39,48;1,99;Dorothy Wardle;Palmas;60130;Tocantins;Norte;Brasil;Corporativo;Tecnologia;Periféricos;80 Minute CD-R Spindle, 100/Pack - Staples;Small Pack;0,54;18/11/11
965;6982;16/11/11;Não Especificada;5;544,41;0,09;Transporte Rodoviário;-338,27;100,98;57,38;Dorothy Wardle;Palmas;60130;Tocantins;Norte;Brasil;Corporativo;Mobiliário;Estantes;Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled;Jumbo Box;0,78;18/11/11
966;6982;16/11/11;Não Especificada;41;844,09;0,04;Aéreo Normal;52,56;19,98;10,49;Dorothy Wardle;Palmas;60130;Tocantins;Norte;Brasil;Corporativo;Mobiliário;Mobiliário de Escritório;12-1/2 Diameter Round Wall Clock;Small Box;0,49;18/11/11
5838;41413;16/11/11;Baixa;46;1765,64;0,08;Aéreo Normal;108,65;40,97;14,45;Art Miller;João Pessoa;80501;Paraíba;Nordeste;Brasil;Corporativo;Mobiliário;Mobiliário de Escritório;Dana Halogen Swing-Arm Architect Lamp;Large Box;0,57;18/11/11
6598;46951;17/11/11;Crítica;26;2379,3285;0,09;Aéreo Normal;284,59;115,99;5,92;Katherine Ducich;Maringá;33403;Paraná;Sul;Brasil;Corporativo;Tecnologia;Telefones e Comunicação;8890;Small Box;0,58;18/11/11
7989;57121;16/11/11;Não Especificada;42;199,24;0,07;Aéreo Normal;-84,26;4,98;4,72;Grace Kelly;Natal;84003;Rio Grande do Norte;Nordeste;Brasil;Consumidor;Material de Escritório;Papel;Xerox 1949;Small Box;0,36;18/11/11
7990;57121;16/11/11;Não Especificada;3;504,6705;0,01;Aéreo Normal;-800,89;195,99;4,2;Grace Kelly;Natal;84003;Rio Grande do Norte;Nordeste;Brasil;Consumidor;Tecnologia;Telefones e Comunicação;T65;Small Box;0,56;18/11/11
2052;14662;16/11/11;Alta;48;257,75;0,02;Aéreo Normal;-66,26;4,98;4,75;Karl Brown;Belo Horizonte;02035;Minas Gerais;Sudeste;Brasil;Corporativo;Material de Escritório;Papel;Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright);Small Box;0,36;17/11/11
2053;14662;16/11/11;Alta;24;39,69;0,05;Aéreo Normal;-1,78;1,68;1;Karl Brown;Belo Horizonte;06478;Minas Gerais;Sudeste;Brasil;Corporativo;Material de Escritório;Canetas e materiais de arte;Prang Dustless Chalk Sticks;Wrap Bag;0,35;17/11/11
2054;14662;16/11/11;Alta;48;5139,882;0,01;Aéreo Normal;1275,67;125,99;8,99;Karl Brown;Belo Horizonte;01550;Minas Gerais;Sudeste;Brasil;Corporativo;Tecnologia;Telefones e Comunicação;M70;Small Box;0,59;17/11/11
2137;15264;17/11/11;Média;13;90,15;0,07;Aéreo Normal;33,05;7,31;0,49;Ben Wallace;São Paulo;13601;São Paulo;Sudeste;Brasil;Escritório em Casa;Material de Escritório;Etiquetas;Self-Adhesive Address Labels for Typewriters by Universal;Small Box;0,38;17/11/11
5229;37223;10/11/11;Baixa;40;679,52;0,09;Aéreo Normal;-152,40;17,7;9,47;Victoria Wilson;Formosa;53214;Goiás;Centro-Oeste;Brasil;Escritório em Casa;Material de Escritório;Armazenamento e Organização;Portfile® Personal File Boxes;Small Box;0,59;17/11/11
5380;38272;15/11/11;Crítica;39;71,04;0,07;Aéreo Normal;-20,65;1,88;1,49;Sarah Foster;Brasília;67601;Distrito Federal;Centro-Oeste;Brasil;Corporativo;Material de Escritório;Capas e Acessórios;Staples® General Use 3-Ring Binders;Small Box;0,37;17/11/11
472;3235;14/11/11;Baixa;31;142,97;0,1;Aéreo Rápido;-12,26;4,71;0,7;James Lanier;Alexânia;76063;Goiás;Centro-Oeste;Brasil;Corporativo;Material de Escritório;Elásticos;Sterling Rubber Bands by Alliance;Wrap Bag;0,85;16/11/11
2355;16993;16/11/11;Média;8;1383,919;0,05;Aéreo Normal;-433,49;205,99;2,5;Erin Mull;Curitiba;36830;Paraná;Sul;Brasil;Pequenas Empresas;Tecnologia;Telefones e Comunicação;V70;Small Box;0,59;16/11/11
8330;59554;15/11/11;Crítica;40;718,6;0,08;Aéreo Normal;-81,49;17,98;4;Karen Daniels;Taubaté;43230;São Paulo;Sudeste;Brasil;Consumidor;Tecnologia;Periféricos;Belkin 107-key enhanced keyboard, USB/PS/2 interface;Small Box;0,79;16/11/11
5230;37223;10/11/11;Baixa;38;5176,27;0,01;Aéreo Normal;-743,45;135,31;35;Victoria Wilson;Formosa;53214;Goiás;Centro-Oeste;Brasil;Escritório em Casa;Material de Escritório;Armazenamento e Organização;"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand";Large Box;0,84;15/11/11
5768;40934;13/11/11;Não Especificada;11;404,1495;0,07;Aéreo Normal;-107,50;45,99;4,99;Carol Triggs;São Paulo;14224;São Paulo;Sudeste;Brasil;Escritório em Casa;Tecnologia;Telefones e Comunicação;600 Series Non-Flip;Small Box;0,57;15/11/11
8398;59973;15/11/11;Baixa;29;11039,75;0,06;Transporte Rodoviário;2148,97;400,97;14,7;Suzanne McNair;Itajaí;70458;Santa Catarina;Sul;Brasil;Pequenas Empresas;Tecnologia;Máquinas de Escritório;Epson FX-980 Dot Matrix Printer;Jumbo Drum;0,59;15/11/11
137;871;14/11/11;Baixa;17;104,94;0,06;Aéreo Normal;-34,97;6,24;5,22;David Kendrick;Recife;95070;Pernambuco;Nordeste;Brasil;Escritório em Casa;Mobiliário;Mobiliário de Escritório;Eldon Expressions Mahogany Wood Desk Collection;Small Box;0,6;14/11/11
1437;10369;09/11/11;Baixa;23;683,68;0;Aéreo Normal;-95,54;28,48;8,99;Kimberly Carter;Cuiabá;52732;Mato Grosso;Centro-Oeste;Brasil;Escritório em Casa;Tecnologia;Periféricos;Imation IBM Formatted Diskettes, 100/Pack;Small Pack;0,7;14/11/11
1512;10944;12/11/11;Alta;9;181,66;0;Aéreo Normal;-27,47;17,98;8,51;Mike Vittorini;Anápolis;49505;Goiás;Centro-Oeste;Brasil;Pequenas Empresas;Tecnologia;Máquinas de Escritório;Canon P1-DHIII Palm Printing Calculator;Medium Box;0,4;14/11/11
2264;16260;13/11/11;Alta;47;14960,096;0,01;Transporte Rodoviário;-969,05;400,98;42,52;Cari MacIntyre;Rio de Janeiro;26501;Rio de Janeiro;Sudeste;Brasil;Corporativo;Mobiliário;Mesas;Bretford CR8500 Series Meeting Room Furniture;Jumbo Box;0,71;14/11/11
4653;33126;12/11/11;Crítica;28;175,76;0,06;Aéreo Normal;80,36;6,3;0,5;Deborah Brumfield;Recife;91761;Pernambuco;Nordeste;Brasil;Pequenas Empresas;Material de Escritório;Etiquetas;Avery 51;Small Box;0,39;14/11/11
4953;35239;12/11/11;Crítica;38;2257,88;0,01;Aéreo Normal;474,98;59,76;9,71;Barry Blumstein;João Pessoa;80233;Paraíba;Nordeste;Brasil;Pequenas Empresas;Material de Escritório;Armazenamento e Organização;Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers;Small Box;0,57;14/11/11
5228;37223;10/11/11;Baixa;21;2731,73;0,07;Aéreo Rápido;310,59;155,99;8,99;Victoria Wilson;Formosa;53213;Goiás;Centro-Oeste;Brasil;Escritório em Casa;Tecnologia;Telefones e Comunicação;LX 788;Small Box;0,58;14/11/11
5767;40934;13/11/11;Não Especificada;28;49,49;0,01;Aéreo Normal;-1,23;1,76;0,7;Carol Triggs;São Paulo;14224;São Paulo;Sudeste;Brasil;Escritório em Casa;Material de Escritório;Canetas e materiais de arte;Newell 326;Wrap Bag;0,56;14/11/11
4050;28870;10/11/11;Alta;35;3310,9455;0,05;Aéreo Normal;822,40;115,99;2,5;Cindy Schnelling;Goiânia;60423;Goiás;Centro-Oeste;Brasil;Corporativo;Tecnologia;Telefones e Comunicação;6160;Small Box;0,57;13/11/11
4652;33126;12/11/11;Crítica;46;5979,84;0,01;Aéreo Rápido;1779,01;128,24;12,65;Deborah Brumfield;Recife;91761;Pernambuco;Nordeste;Brasil;Pequenas Empresas;Mobiliário;Cadeiras;SAFCO Folding Chair Trolley;Medium Box;;13/11/11
4952;35239;12/11/11;Crítica;21;109,29;0,08;Aéreo Normal;-77,08;5,28;6,26;Barry Blumstein;João Pessoa;80233;Paraíba;Nordeste;Brasil;Pequenas Empresas;Material de Escritório;Papel;Xerox 1928;Small Box;0,4;13/11/11
7259;51783;11/11/11;Média;13;646,55;0,05;Aéreo Normal;244,13;48,04;5,79;Brian Stugart;Rio de Janeiro;05439;Rio de Janeiro;Sudeste;Brasil;Consumidor;Material de Escritório;Papel;Xerox 1937;Small Box;0,37;13/11/11
7260;51783;11/11/11;Média;10;1875,18;0,01;Transporte Rodoviário;-433,29;179,29;29,21;Brian Stugart;Vitória;04038;Espírito Santo;Sudeste;Brasil;Consumidor;Mobiliário;Mesas;Bevis Round Conference Table Top, X-Base;Jumbo Box;0,74;13/11/11
7261;51783;11/11/11;Média;47;3587,72;0;Transporte Rodoviário;54,23;70,89;89,3;Brian Stugart;Ribeirão Pires;08753;São Paulo;Sudeste;Brasil;Consumidor;Mobiliário;Mesas;KI Conference Tables;Jumbo Box;0,69;13/11/11
